-7.53,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-6.25,-13.78,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-6.25,-13.78,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-6.25,-13.78,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,-6.25,-7.53,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-2.78,0.00,0.00,0.00,0.00,-10.31,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-10.31,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,-10.31,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-10.31,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,-10.31,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-16.56,-6.25,0.00,0.00,0.00,-2.78,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-10.31,0.00,0.00,0.00,0.00,-2.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,-7.53,-6.25,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-13.78,-6.25,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-13.78,-6.25,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-13.78,-6.25
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,-6.25,-7.53

